name,description,platforms,technique_id,technique_name
AppInstaller File Download,Detects the use of the Windows native utility AppInstaller.exe to download a file.,windows,T1105,Ingress Tool Transfer
AppInstaller File Download,Detects the use of the Windows native utility AppInstaller.exe to download a file.,windows,T1059,Command and Scripting Interpreter
AppInstaller File Download,Detects the use of the Windows native utility AppInstaller.exe to download a file.,windows,T1059.003,Command and Scripting Interpreter: Windows Command Shell
DA_ScheduledTask_Persistence,,windows,,
Service Security Descriptor Discovery SCManager,Detects usage of the sc.exe utility to enumerate security descriptors of scmanager. Attackers can use this during post-compromise reconnaissance of DACL permissions to enumerate the scmanager binary.,windows,T1059,Command and Scripting Interpreter
Service Security Descriptor Discovery SCManager,Detects usage of the sc.exe utility to enumerate security descriptors of scmanager. Attackers can use this during post-compromise reconnaissance of DACL permissions to enumerate the scmanager binary.,windows,T1059.003,Command and Scripting Interpreter: Windows Command Shell
DE_Tree_Enumeration,"DC- Detecting enumerating the files and directories of a compromised machine using the tree command. This Action could be used either before or after privilege escalation is conducted to give the attacker insight into what files are available on a compromised system. In this Action, the attacker conducts the tree command on just the files within the C:\Users directory, though the command could also be run from the root directory.",windows,,
Set Password to Never Expire via passwd,Detects the use of passwd to set a password to never expire. Attackers can use this technique to insure accounts they create on compromised systems do not expire.,linux,T1136,Create Account
Set Password to Never Expire via passwd,Detects the use of passwd to set a password to never expire. Attackers can use this technique to insure accounts they create on compromised systems do not expire.,linux,T1136.001,Create Account Mitigation: Local Account
Set Password to Never Expire via passwd,Detects the use of passwd to set a password to never expire. Attackers can use this technique to insure accounts they create on compromised systems do not expire.,linux,T1059,Command and Scripting Interpreter
Set Password to Never Expire via passwd,Detects the use of passwd to set a password to never expire. Attackers can use this technique to insure accounts they create on compromised systems do not expire.,linux,T1059.004,Command and Scripting Interpreter: Unix Shell
PowerShell ISE Command Line COM TransformNode,Detects execution of the PowerShell ISE script interpreter using a COM TransformNode object which can be used by malicious actors to bypass Microsoft application control.,windows,T1059,Command and Scripting Interpreter
PowerShell ISE Command Line COM TransformNode,Detects execution of the PowerShell ISE script interpreter using a COM TransformNode object which can be used by malicious actors to bypass Microsoft application control.,windows,T1059.001,Command and Scripting Interpreter: PowerShell
PowerShell ISE Command Line COM TransformNode,Detects execution of the PowerShell ISE script interpreter using a COM TransformNode object which can be used by malicious actors to bypass Microsoft application control.,windows,T1140,Deobfuscate/Decode Files or Information
PowerShell ISE Command Line COM TransformNode,Detects execution of the PowerShell ISE script interpreter using a COM TransformNode object which can be used by malicious actors to bypass Microsoft application control.,windows,T1132,Data Encoding
Createdump Used to Create Process MiniDump,Detects the use of createdump.exe to create a process minidump. This can be used by attackers to image lsass memory that contains credentials as well as other processes memory that contains sensitive data of value.,windows,T1003,OS Credential Dumping
Createdump Used to Create Process MiniDump,Detects the use of createdump.exe to create a process minidump. This can be used by attackers to image lsass memory that contains credentials as well as other processes memory that contains sensitive data of value.,windows,T1003.001,Credential Dumping Mitigation: LSASS Memory
Createdump Used to Create Process MiniDump,Detects the use of createdump.exe to create a process minidump. This can be used by attackers to image lsass memory that contains credentials as well as other processes memory that contains sensitive data of value.,windows,T1218,System Binary Proxy Execution
Createdump Used to Create Process MiniDump,Detects the use of createdump.exe to create a process minidump. This can be used by attackers to image lsass memory that contains credentials as well as other processes memory that contains sensitive data of value.,windows,T1059,Command and Scripting Interpreter
Createdump Used to Create Process MiniDump,Detects the use of createdump.exe to create a process minidump. This can be used by attackers to image lsass memory that contains credentials as well as other processes memory that contains sensitive data of value.,windows,T1059.003,Command and Scripting Interpreter: Windows Command Shell
Powershell Images Loaded by installutil.exe,Detects the loading of Powershell libraries by installutil.,windows,T1218.004,System Binary Proxy Execution: InstallUtil
Powershell Images Loaded by installutil.exe,Detects the loading of Powershell libraries by installutil.,windows,T1218,System Binary Proxy Execution
Powershell Images Loaded by installutil.exe,Detects the loading of Powershell libraries by installutil.,windows,T1059,Command and Scripting Interpreter
Powershell Images Loaded by installutil.exe,Detects the loading of Powershell libraries by installutil.,windows,T1059.001,Command and Scripting Interpreter: PowerShell
OneNote Spawned Process Creating CMD Files,Detects the creation of CMD files by OneNote or a descendent process which may be a sign of attack activity.,windows,T1059,Command and Scripting Interpreter
OneNote Spawned Process Creating CMD Files,Detects the creation of CMD files by OneNote or a descendent process which may be a sign of attack activity.,windows,T1059.003,Command and Scripting Interpreter: Windows Command Shell
OneNote Spawned Process Creating CMD Files,Detects the creation of CMD files by OneNote or a descendent process which may be a sign of attack activity.,windows,T1204,User Execution
OneNote Spawned Process Creating CMD Files,Detects the creation of CMD files by OneNote or a descendent process which may be a sign of attack activity.,windows,T1204.002,User Execution Mitigation: Malicious File
COM Hijack PWSH,Detects the modification of registry key paths by pwsh.exe that can be used for hijacking COM objects.,windows,T1546,Event Triggered Execution
COM Hijack PWSH,Detects the modification of registry key paths by pwsh.exe that can be used for hijacking COM objects.,windows,T1546.015,Event Triggered Execution: Component Object Model Hijacking
COM Hijack PWSH,Detects the modification of registry key paths by pwsh.exe that can be used for hijacking COM objects.,windows,T1112,Modify Registry
COM Hijack PWSH,Detects the modification of registry key paths by pwsh.exe that can be used for hijacking COM objects.,windows,T1059,Command and Scripting Interpreter
COM Hijack PWSH,Detects the modification of registry key paths by pwsh.exe that can be used for hijacking COM objects.,windows,T1059.001,Command and Scripting Interpreter: PowerShell
DE_Shell_Pulling_GithubRaw,Detection on an interpreter connecting to github.com and writing a file,windows,,
DA_Discovery_Actions_Observed,"Observes for discovery actions occurring. Specifically looks for process creation events where the process is one of the following:
- hostname.exe
- ipconfig.exe
- net.exe
- quser.exe
- qwinsta.exe
- sc ""query"" or sc ""qc""
- systeminfo.exe
- tasklist.exe
- whoami.exe",windows,,
DA_ARP_Command_Used,"To capture usage of ARP command, which a normal user shouldn't be interacting with.",windows,,
Nltest Execution,Nltest can be used by an attacker as a means to retrieve the NetNTLM Hash.,windows,T1003,OS Credential Dumping
Suspicious PowerShell Launched by WMI,Detect anomalous execution of PowerShell by the WMI hosting process (WMIPRVSE.EXE). This technique is often utilized in Office macro payloads.,windows,T1059,Command and Scripting Interpreter
Suspicious PowerShell Launched by WMI,Detect anomalous execution of PowerShell by the WMI hosting process (WMIPRVSE.EXE). This technique is often utilized in Office macro payloads.,windows,T1059.001,Command and Scripting Interpreter: PowerShell
Suspicious PowerShell Launched by WMI,Detect anomalous execution of PowerShell by the WMI hosting process (WMIPRVSE.EXE). This technique is often utilized in Office macro payloads.,windows,T1047,Windows Management Instrumentation
Suspicious PowerShell Launched by WMI,Detect anomalous execution of PowerShell by the WMI hosting process (WMIPRVSE.EXE). This technique is often utilized in Office macro payloads.,windows,T1105,Ingress Tool Transfer
DE_WscriptExec,Detection of the execution of wscript.exe with a file,windows,,
DA_Linux_SecureLogClear,,linux,T1070.002,Indicator Removal on Host Mitigation: Clear Linux or Mac System Logs
PowerShell Using PowerCat,"This detects a PowerShell command that contains powercat, which is a PowerShell implementation of net cat. This tool is commonly used by attackers for remote shell access.",windows,T1505,Server Software Component
PowerShell Using PowerCat,"This detects a PowerShell command that contains powercat, which is a PowerShell implementation of net cat. This tool is commonly used by attackers for remote shell access.",windows,T1505.003,Server Software Component: Web Shell
PowerShell Using PowerCat,"This detects a PowerShell command that contains powercat, which is a PowerShell implementation of net cat. This tool is commonly used by attackers for remote shell access.",windows,T1008,Fallback Channels
PowerShell Using PowerCat,"This detects a PowerShell command that contains powercat, which is a PowerShell implementation of net cat. This tool is commonly used by attackers for remote shell access.",windows,T1059,Command and Scripting Interpreter
PowerShell Using PowerCat,"This detects a PowerShell command that contains powercat, which is a PowerShell implementation of net cat. This tool is commonly used by attackers for remote shell access.",windows,T1059.001,Command and Scripting Interpreter: PowerShell
PWSH Command Line WebRequest,Detects execution of the PWSH script interpreter with the WebRequest PowerShell argument that can be used to retrieve remote malicious code.,windows,T1059,Command and Scripting Interpreter
PWSH Command Line WebRequest,Detects execution of the PWSH script interpreter with the WebRequest PowerShell argument that can be used to retrieve remote malicious code.,windows,T1059.001,Command and Scripting Interpreter: PowerShell
PWSH Command Line WebRequest,Detects execution of the PWSH script interpreter with the WebRequest PowerShell argument that can be used to retrieve remote malicious code.,windows,T1105,Ingress Tool Transfer
PWSH with Graph Ancestry,Detects execution of the PWSH script interpreter where an ancestral process is unusual or suspicious. This can be a sign of attacker activity but should be tuned for known scripts or internal processes.,windows,T1218,System Binary Proxy Execution
PWSH with Graph Ancestry,Detects execution of the PWSH script interpreter where an ancestral process is unusual or suspicious. This can be a sign of attacker activity but should be tuned for known scripts or internal processes.,windows,T1059,Command and Scripting Interpreter
PWSH with Graph Ancestry,Detects execution of the PWSH script interpreter where an ancestral process is unusual or suspicious. This can be a sign of attacker activity but should be tuned for known scripts or internal processes.,windows,T1059.001,Command and Scripting Interpreter: PowerShell
PWSH Command Line wscript.shell,Detects execution of the PWSH script interpreter using a wscript.shell object which provides a set of utilities commonly utilized by malicious actors.,windows,T1059,Command and Scripting Interpreter
PWSH Command Line wscript.shell,Detects execution of the PWSH script interpreter using a wscript.shell object which provides a set of utilities commonly utilized by malicious actors.,windows,T1059.001,Command and Scripting Interpreter: PowerShell
PWSH Command Line wscript.shell,Detects execution of the PWSH script interpreter using a wscript.shell object which provides a set of utilities commonly utilized by malicious actors.,windows,T1559,Inter-Process Communication
PWSH Command Line wscript.shell,Detects execution of the PWSH script interpreter using a wscript.shell object which provides a set of utilities commonly utilized by malicious actors.,windows,T1559.001,Inter-Process Communication: Component Object Model
Visio Spawned Regsvr32,Detects the execution of regsvr32.exe as a descendent process of Visio which may be a sign of attack activity.,windows,T1059,Command and Scripting Interpreter
Visio Spawned Regsvr32,Detects the execution of regsvr32.exe as a descendent process of Visio which may be a sign of attack activity.,windows,T1059.003,Command and Scripting Interpreter: Windows Command Shell
Socat Encrypted Bind Shell,Detects common commands used to create an encrypted shell with Socat.,"linux,mac",T1059,Command and Scripting Interpreter
Socat Encrypted Bind Shell,Detects common commands used to create an encrypted shell with Socat.,"linux,mac",T1059.004,Command and Scripting Interpreter: Unix Shell
Socat Encrypted Bind Shell,Detects common commands used to create an encrypted shell with Socat.,"linux,mac",T1008,Fallback Channels
Visio Spawned Rundll32,Detects the execution of rundll32.exe as a descendent process of Visio which may be a sign of attack activity.,windows,T1059,Command and Scripting Interpreter
Visio Spawned Rundll32,Detects the execution of rundll32.exe as a descendent process of Visio which may be a sign of attack activity.,windows,T1059.003,Command and Scripting Interpreter: Windows Command Shell
PowerShell ISE with Microsoft Publisher Ancestry,Detects execution of the PowerShell ISE script interpreter where an ancestral process is unusual or suspicious. This can be a sign of attacker activity but should be tuned for known scripts or internal processes.,windows,T1218,System Binary Proxy Execution
PowerShell ISE with Microsoft Publisher Ancestry,Detects execution of the PowerShell ISE script interpreter where an ancestral process is unusual or suspicious. This can be a sign of attacker activity but should be tuned for known scripts or internal processes.,windows,T1059,Command and Scripting Interpreter
PowerShell ISE with Microsoft Publisher Ancestry,Detects execution of the PowerShell ISE script interpreter where an ancestral process is unusual or suspicious. This can be a sign of attacker activity but should be tuned for known scripts or internal processes.,windows,T1059.001,Command and Scripting Interpreter: PowerShell
PowerShell ISE Command Line Up Arrow,Detects execution of the PowerShell ISE script interpreter with arguments containing the ^ that can be used to obfuscate malicious code.,windows,T1059,Command and Scripting Interpreter
PowerShell ISE Command Line Up Arrow,Detects execution of the PowerShell ISE script interpreter with arguments containing the ^ that can be used to obfuscate malicious code.,windows,T1059.001,Command and Scripting Interpreter: PowerShell
PowerShell ISE Command Line Up Arrow,Detects execution of the PowerShell ISE script interpreter with arguments containing the ^ that can be used to obfuscate malicious code.,windows,T1027,Obfuscated Files or Information
PowerShell ISE Command Line Up Arrow,Detects execution of the PowerShell ISE script interpreter with arguments containing the ^ that can be used to obfuscate malicious code.,windows,T1027.010,Obfuscated Files or Information: Command Obfuscation
Indirect Command Execution Forfiles,This signal detects the use of forfiles.exe to perform indirect command execution used to execute potentially malicious code with a known process.,windows,T1218,System Binary Proxy Execution
Indirect Command Execution Forfiles,This signal detects the use of forfiles.exe to perform indirect command execution used to execute potentially malicious code with a known process.,windows,T1218.002,System Binary Proxy Execution: Control Panel
Indirect Command Execution Forfiles,This signal detects the use of forfiles.exe to perform indirect command execution used to execute potentially malicious code with a known process.,windows,T1059,Command and Scripting Interpreter
Indirect Command Execution Forfiles,This signal detects the use of forfiles.exe to perform indirect command execution used to execute potentially malicious code with a known process.,windows,T1059.003,Command and Scripting Interpreter: Windows Command Shell
Indirect Command Execution Forfiles,This signal detects the use of forfiles.exe to perform indirect command execution used to execute potentially malicious code with a known process.,windows,T1202,Indirect Command Execution
DE_RemotePC_Usage,"Detection for the remote access software RemotePC, which is not allowed inside of the Acme environment.",windows,T1219,Remote Access Software
DE_PersistenceRegistry,,windows,,
Wininit Running as not System,"Detects when wininit.exe is running as something other than the system user, which could indicate attacker activity.",windows,T1036,Masquerading
Wininit Running as not System,"Detects when wininit.exe is running as something other than the system user, which could indicate attacker activity.",windows,T1036.005,Masquerading Mitigation: Match Legitimate Resource Name or Location
DE_RAS_NoMachine_Exec,,windows,,
Bypass User Account Control,"The user account control (UAC) requires user interaction to escalate a process to a higher privilege, using bypasses such as sdclt.exe an attacker can escalate his processes privilege on a system.",windows,T1548,Abuse Elevation Control Mechanism
Bypass User Account Control,"The user account control (UAC) requires user interaction to escalate a process to a higher privilege, using bypasses such as sdclt.exe an attacker can escalate his processes privilege on a system.",windows,T1548.002,Abuse Elevation Control Mechanism: Bypass User Account Control
Bypass User Account Control,"The user account control (UAC) requires user interaction to escalate a process to a higher privilege, using bypasses such as sdclt.exe an attacker can escalate his processes privilege on a system.",windows,T1112,Modify Registry
Bypass User Account Control,"The user account control (UAC) requires user interaction to escalate a process to a higher privilege, using bypasses such as sdclt.exe an attacker can escalate his processes privilege on a system.",windows,T1059,Command and Scripting Interpreter
Bypass User Account Control,"The user account control (UAC) requires user interaction to escalate a process to a higher privilege, using bypasses such as sdclt.exe an attacker can escalate his processes privilege on a system.",windows,T1059.003,Command and Scripting Interpreter: Windows Command Shell
AdFind Object Organizational Unit,Detects usage of the adfind.exe utility to enumerate domain organizational units. Seen used during post-compromise reconnaissance.,windows,T1059,Command and Scripting Interpreter
AdFind Object Organizational Unit,Detects usage of the adfind.exe utility to enumerate domain organizational units. Seen used during post-compromise reconnaissance.,windows,T1059.003,Command and Scripting Interpreter: Windows Command Shell
Lync Spawned Connection to Port 80,Detects the connection to port 80 by a descendent process of Lync which may be a sign of attack activity.,windows,T1008,Fallback Channels
Lync Spawned Connection to Port 80,Detects the connection to port 80 by a descendent process of Lync which may be a sign of attack activity.,windows,T1204,User Execution
Lync Spawned Connection to Port 80,Detects the connection to port 80 by a descendent process of Lync which may be a sign of attack activity.,windows,T1204.002,User Execution Mitigation: Malicious File
DE_RAS_Beamyourscreen,detects the use of the RMM tool Beam your screen,windows,,
DE_Encrypt Mode Argument,Conti ransomware was seen using the following switches in their command line arguments: encrypt_mode <local|network>.,windows,T1490,Inhibit System Recovery
Ifconfig Enable Promiscuous Mode,Enables promiscuous mode with ifconfig on a network interface. This can be used by attackers to monitor for passwords or other data of interest being transmitted over the wire.,linux,T1040,Network Sniffing
DE_Shim_Database_Persistence,,windows,,
DE_RAS_TightVNC_Usage,"Detection on the usage of TightVNC, a remote management software suite on the MTS forbidden software list.",windows,,
AdFind Object Subnet,Detects usage of the adfind.exe utility to enumerate domain subnets. Seen used during post-compromise reconnaissance.,windows,T1016,System Network Configuration Discovery
AdFind Object Subnet,Detects usage of the adfind.exe utility to enumerate domain subnets. Seen used during post-compromise reconnaissance.,windows,T1059,Command and Scripting Interpreter
AdFind Object Subnet,Detects usage of the adfind.exe utility to enumerate domain subnets. Seen used during post-compromise reconnaissance.,windows,T1059.003,Command and Scripting Interpreter: Windows Command Shell
DE_RegistryImport,,windows,,
DE_Python_NonstandardLibs,"Python normally does not load the dbghelp.dll, it requires a specific calling to it",windows,,
Lsass Process Dump Creation,Detects the creation of an lsass.exe processes memory dump. This can be a sign of attackers dumping lsass memory that contains credentials for offline analysis.,windows,T1003,OS Credential Dumping
Lsass Process Dump Creation,Detects the creation of an lsass.exe processes memory dump. This can be a sign of attackers dumping lsass memory that contains credentials for offline analysis.,windows,T1003.001,Credential Dumping Mitigation: LSASS Memory
DA_NonInteractive_StartupProfile_PowerShell,For when a NonInteractive profile is created / written for PowerShell usage,windows,T1027.005,Obfuscated Files or Information: Indicator Removal from Tools
DE_RAS_AnyDesk_Usage,"Detection of AnyDesk, a remote access tool usage on endpoints.",windows,T1219,Remote Access Software
PowerShell Exclusion Added to Defender,Detects the use of PowerShell to add a Microsoft Defender exclusion that attackers can use to avoid detections of malicious activity.,windows,T1562,Impair Defenses
PowerShell Exclusion Added to Defender,Detects the use of PowerShell to add a Microsoft Defender exclusion that attackers can use to avoid detections of malicious activity.,windows,T1562.001,Impair Defenses: Disable or Modify Tools
PowerShell Exclusion Added to Defender,Detects the use of PowerShell to add a Microsoft Defender exclusion that attackers can use to avoid detections of malicious activity.,windows,T1059,Command and Scripting Interpreter
PowerShell Exclusion Added to Defender,Detects the use of PowerShell to add a Microsoft Defender exclusion that attackers can use to avoid detections of malicious activity.,windows,T1059.001,Command and Scripting Interpreter: PowerShell
PowerShell Exclusion Added to Defender,Detects the use of PowerShell to add a Microsoft Defender exclusion that attackers can use to avoid detections of malicious activity.,windows,T1553,Subvert Trust Controls
PowerShell ISE with Wscript Ancestry,Detects execution of the PowerShell ISE script interpreter where an ancestral process is unusual or suspicious. This can be a sign of attacker activity but should be tuned for known scripts or internal processes.,windows,T1218,System Binary Proxy Execution
PowerShell ISE with Wscript Ancestry,Detects execution of the PowerShell ISE script interpreter where an ancestral process is unusual or suspicious. This can be a sign of attacker activity but should be tuned for known scripts or internal processes.,windows,T1059,Command and Scripting Interpreter
PowerShell ISE with Wscript Ancestry,Detects execution of the PowerShell ISE script interpreter where an ancestral process is unusual or suspicious. This can be a sign of attacker activity but should be tuned for known scripts or internal processes.,windows,T1059.001,Command and Scripting Interpreter: PowerShell
IIS Worker Suspicious CMD Creation,This signal detects when an IIS worker process has children loading CMD and can be indicative of attacker activity.,windows,T1055,Process Injection
IIS Worker Suspicious CMD Creation,This signal detects when an IIS worker process has children loading CMD and can be indicative of attacker activity.,windows,T1059,Command and Scripting Interpreter
IIS Worker Suspicious CMD Creation,This signal detects when an IIS worker process has children loading CMD and can be indicative of attacker activity.,windows,T1059.003,Command and Scripting Interpreter: Windows Command Shell
DE_RAS_BeyondTrust_Usage,Detection on the installation and execution of BeyondTrust's bomgar agents.,windows,,
Fsutil Deleting USN Journal,"Detects the use of the fsutil to delete the USN journal. Often used by ransomware and destructive malware to eliminate backed-up data, and by targeted attackers seeking to destroy evidence of prior activity.",windows,T1490,Inhibit System Recovery
Fsutil Deleting USN Journal,"Detects the use of the fsutil to delete the USN journal. Often used by ransomware and destructive malware to eliminate backed-up data, and by targeted attackers seeking to destroy evidence of prior activity.",windows,T1059,Command and Scripting Interpreter
Fsutil Deleting USN Journal,"Detects the use of the fsutil to delete the USN journal. Often used by ransomware and destructive malware to eliminate backed-up data, and by targeted attackers seeking to destroy evidence of prior activity.",windows,T1059.003,Command and Scripting Interpreter: Windows Command Shell
Fsutil Deleting USN Journal,"Detects the use of the fsutil to delete the USN journal. Often used by ransomware and destructive malware to eliminate backed-up data, and by targeted attackers seeking to destroy evidence of prior activity.",windows,T1485,Data Destruction
DE_RAS_Atera_Usage,"Detection of the execution and usage Atera remote management software, which is on the MTS forbidden list.",windows,,
GDB Commands Reverse Shell,Detects common commands used to create a reverse shell with GDB.,"linux,mac",T1059,Command and Scripting Interpreter
GDB Commands Reverse Shell,Detects common commands used to create a reverse shell with GDB.,"linux,mac",T1059.006,Command and Scripting Interpreter: Python
GDB Commands Reverse Shell,Detects common commands used to create a reverse shell with GDB.,"linux,mac",T1008,Fallback Channels
TCPDump Commands Privilege Escalation,Detects common commands used with TCPDump to escalate privileges.,"linux,mac",T1068,Exploitation for Privilege Escalation
TCPDump Commands Privilege Escalation,Detects common commands used with TCPDump to escalate privileges.,"linux,mac",T1059,Command and Scripting Interpreter
TCPDump Commands Privilege Escalation,Detects common commands used with TCPDump to escalate privileges.,"linux,mac",T1059.004,Command and Scripting Interpreter: Unix Shell
DE_RemoteSSH_SFTP_Conn,Detection on remote SSH/SCP/SFTP connections being performed by an endpoint.,windows,,
DE_Disable Windows Defender,"Detect execution of SC.exe with the command line arguments of 'stop, pause, or delete' on WinDefend",windows,,
DE_BashShell_TrapExit,Detection of the TRAP bash command followed by an EXIT,"linux,mac",,
AWK Commands Reverse Shell,Detects common commands used to create a reverse shell with awk.,linux,T1059,Command and Scripting Interpreter
AWK Commands Reverse Shell,Detects common commands used to create a reverse shell with awk.,linux,T1059.004,Command and Scripting Interpreter: Unix Shell
AWK Commands Reverse Shell,Detects common commands used to create a reverse shell with awk.,linux,T1008,Fallback Channels
DE_CaffeineInstall,detects the home brew install of the caffiene mouse jiggler ,windows,,
Powershell Images Loaded by regsvcs.exe,Detects the loading of Powershell libraries by regsvcs.,windows,T1218.009,System Binary Proxy Execution: Regsvcs/Regasm
Powershell Images Loaded by regsvcs.exe,Detects the loading of Powershell libraries by regsvcs.,windows,T1218,System Binary Proxy Execution
Powershell Images Loaded by regsvcs.exe,Detects the loading of Powershell libraries by regsvcs.,windows,T1059,Command and Scripting Interpreter
Powershell Images Loaded by regsvcs.exe,Detects the loading of Powershell libraries by regsvcs.,windows,T1059.001,Command and Scripting Interpreter: PowerShell
DE_Trufflehog,This rule looks for the download/usage of the open source tool Trufflhog. Truffle hog has many capabilities similar to other common remote management tools. https://github.com/trufflesecurity/trufflehog?tab=readme-ov-file,windows,,
DA_Bluetooth_File_Transfer,To cover all potential bases for visibility into Fsquirt usage for Bluetooth File Exfiltration attempts.,windows,T1011.001,Exfiltration Over Other Network Medium Mitigation: Exfiltration Over Bluetooth
Reg Security Access HKEY_LOCAL_MACHINE,Detects the use of reg.exe to access the Security hive. Attackers might use this technique to attempt to access credentials on a system.,windows,T1003,OS Credential Dumping
Reg Security Access HKEY_LOCAL_MACHINE,Detects the use of reg.exe to access the Security hive. Attackers might use this technique to attempt to access credentials on a system.,windows,T1003.002,Credential Dumping Mitigation: Security Account Manager
Microsoft Publisher Spawned Connection to Port 80,Detects the connection to port 80 by a descendent process of Microsoft Publisher which may be a sign of attack activity.,windows,T1008,Fallback Channels
Microsoft Publisher Spawned Connection to Port 80,Detects the connection to port 80 by a descendent process of Microsoft Publisher which may be a sign of attack activity.,windows,T1204,User Execution
Microsoft Publisher Spawned Connection to Port 80,Detects the connection to port 80 by a descendent process of Microsoft Publisher which may be a sign of attack activity.,windows,T1204.002,User Execution Mitigation: Malicious File
PowerPoint Spawned Connection to Port 443,Detects the connection to port 443 by a descendent process of PowerPoint which may be a sign of attack activity.,windows,T1008,Fallback Channels
PowerPoint Spawned Connection to Port 443,Detects the connection to port 443 by a descendent process of PowerPoint which may be a sign of attack activity.,windows,T1204,User Execution
PowerPoint Spawned Connection to Port 443,Detects the connection to port 443 by a descendent process of PowerPoint which may be a sign of attack activity.,windows,T1204.002,User Execution Mitigation: Malicious File
SUID or GUID Enumeration,"Detects commands used to enumerate files with the SUID or GUID bits configured. Attackers may search for files with setsuid or setgid bits in order to execute programs in a different user context, which could provide privilege escalation or persistence.","mac,linux",T1574,Hijack Execution Flow
SUID or GUID Enumeration,"Detects commands used to enumerate files with the SUID or GUID bits configured. Attackers may search for files with setsuid or setgid bits in order to execute programs in a different user context, which could provide privilege escalation or persistence.","mac,linux",T1574.005,Hijack Execution Flow: Executable Installer File Permissions Weakness
SUID or GUID Enumeration,"Detects commands used to enumerate files with the SUID or GUID bits configured. Attackers may search for files with setsuid or setgid bits in order to execute programs in a different user context, which could provide privilege escalation or persistence.","mac,linux",T1083,File and Directory Discovery
SUID or GUID Enumeration,"Detects commands used to enumerate files with the SUID or GUID bits configured. Attackers may search for files with setsuid or setgid bits in order to execute programs in a different user context, which could provide privilege escalation or persistence.","mac,linux",T1548,Abuse Elevation Control Mechanism
SUID or GUID Enumeration,"Detects commands used to enumerate files with the SUID or GUID bits configured. Attackers may search for files with setsuid or setgid bits in order to execute programs in a different user context, which could provide privilege escalation or persistence.","mac,linux",T1548.001,Abuse Elevation Control Mechanism: Setuid and Setgid
FTP Spawned by CMD,Detects when ftp.exe spawns cmd.exe. This can be a sign of attackers using ftp for download or execution. This is a known living off the land technique.,windows,T1055,Process Injection
FTP Spawned by CMD,Detects when ftp.exe spawns cmd.exe. This can be a sign of attackers using ftp for download or execution. This is a known living off the land technique.,windows,T1059,Command and Scripting Interpreter
FTP Spawned by CMD,Detects when ftp.exe spawns cmd.exe. This can be a sign of attackers using ftp for download or execution. This is a known living off the land technique.,windows,T1059.003,Command and Scripting Interpreter: Windows Command Shell
Bash Commands Download via HTTP GET Request,Detects the use of Bash via an HTTP GET request to download potentially suspect content.,linux,T1059,Command and Scripting Interpreter
Bash Commands Download via HTTP GET Request,Detects the use of Bash via an HTTP GET request to download potentially suspect content.,linux,T1059.004,Command and Scripting Interpreter: Unix Shell
Bash Commands Download via HTTP GET Request,Detects the use of Bash via an HTTP GET request to download potentially suspect content.,linux,T1008,Fallback Channels
Bash Commands Download via HTTP GET Request,Detects the use of Bash via an HTTP GET request to download potentially suspect content.,linux,T1105,Ingress Tool Transfer
Graph Spawned Process Creating SYS Files,Detects the creation of SYS files by Graph or a descendent process which may be a sign of attack activity.,windows,T1204,User Execution
Graph Spawned Process Creating SYS Files,Detects the creation of SYS files by Graph or a descendent process which may be a sign of attack activity.,windows,T1204.002,User Execution Mitigation: Malicious File
Kerberoasting,Typically only lsass will deal with kerberos over the network and use port 88. If processes other than lsass are found to be using port 88 this could be related to suspicious kerberos activity such as kerberoasting.,windows,T1558,Steal or Forge Kerberos Tickets
Kerberoasting,Typically only lsass will deal with kerberos over the network and use port 88. If processes other than lsass are found to be using port 88 this could be related to suspicious kerberos activity such as kerberoasting.,windows,T1558.003,Steal or Forge Kerberos Tickets: Kerberoasting
DE_RAS_ScreenConnect_Usage,Detection of the popular remote management suite ScreenConnect and the main component/agent being written to disk.,windows,T1219,Remote Access Software
Odbconf DLL Execution via DLLRegisterServer,This detects the use of the odbcconf.exe to self register a dll via DLLRegisterServer for execution.,windows,T1218,System Binary Proxy Execution
Edge Spawned PWSH,Detects when the Edge browser spawns a descendant pwsh.exe process. This can be a sign of an attacker injection.,windows,T1055,Process Injection
Edge Spawned PWSH,Detects when the Edge browser spawns a descendant pwsh.exe process. This can be a sign of an attacker injection.,windows,T1059,Command and Scripting Interpreter
Edge Spawned PWSH,Detects when the Edge browser spawns a descendant pwsh.exe process. This can be a sign of an attacker injection.,windows,T1059.001,Command and Scripting Interpreter: PowerShell
COM Hijack PowerShell ISE,Detects the modification of registry key paths by powershell_ise.exe that can be used for hijacking COM objects.,windows,T1546,Event Triggered Execution
COM Hijack PowerShell ISE,Detects the modification of registry key paths by powershell_ise.exe that can be used for hijacking COM objects.,windows,T1546.015,Event Triggered Execution: Component Object Model Hijacking
COM Hijack PowerShell ISE,Detects the modification of registry key paths by powershell_ise.exe that can be used for hijacking COM objects.,windows,T1112,Modify Registry
COM Hijack PowerShell ISE,Detects the modification of registry key paths by powershell_ise.exe that can be used for hijacking COM objects.,windows,T1059,Command and Scripting Interpreter
COM Hijack PowerShell ISE,Detects the modification of registry key paths by powershell_ise.exe that can be used for hijacking COM objects.,windows,T1059.001,Command and Scripting Interpreter: PowerShell
PowerShell ISE with WordPad Ancestry,Detects execution of the PowerShell ISE script interpreter where an ancestral process is unusual or suspicious. This can be a sign of attacker activity but should be tuned for known scripts or internal processes.,windows,T1218,System Binary Proxy Execution
